User_ID,Age,Income_Level,Credit_Score,Investment_Experience,Financial_Knowledge,Risk_Tolerance,Investment_Goals,Time_Horizon,Total_Assets,Total_Liabilities,Number_of_Dependents,Years_of_Investing,Net_Worth,Investment_Strategy
6Y6EB6601N,27,Medium,614,Intermediate,Medium,High,Growth,Short-term,5040641,1969297,0,38,3071344,Balanced
T7AJUI8WNZ,48,Low,673,Novice,High,High,Income,Medium-term,4959134,1982524,4,36,2976610,Aggressive
XZKGX2J3ZH,22,High,663,Experienced,High,Low,Preservation,Long-term,5261115,2118857,2,17,3142258,Balanced
3OY0UPLCQY,62,Medium,695,Novice,Low,High,Growth,Medium-term,5153772,1934177,1,31,3219595,Balanced
YL94HY0LQW,51,Medium,681,Intermediate,High,Low,Speculation,Short-term,5075582,1927371,1,16,3148211,Conservative
KBZ0QF3ROA,51,Low,817,Novice,Medium,Medium,Income,Short-term,5008998,2172093,1,29,2836905,Balanced
ZBT0B571V8,33,Medium,830,Experienced,Low,High,Preservation,Long-term,5041684,1923221,4,18,3118463,Balanced
764TCTRWH1,20,Low,724,Intermediate,Medium,Low,Speculation,Short-term,5167109,1961937,0,29,3205172,Conservative
1H81TFNIWH,58,Medium,703,Novice,High,High,Preservation,Medium-term,5076896,1980827,2,31,3096069,Aggressive
E7VTV49RGF,34,Low,681,Intermediate,Low,Medium,Preservation,Medium-term,5136424,2126417,3,23,3010007,Balanced
KRH73IDGF7,31,Medium,658,Intermediate,Medium,Medium,Growth,Medium-term,4960868,1997689,1,30,2963179,Balanced
8JKNKYZ5X5,39,High,747,Experienced,High,Low,Income,Short-term,5161560,2095883,2,6,3065677,Conservative
BBCXFPV21U,29,Low,625,Intermediate,Medium,Medium,Speculation,Short-term,5056925,2002963,1,4,3053962,Balanced
IX7TS7XG6L,35,Medium,653,Intermediate,Low,High,Growth,Medium-term,4976735,1790309,0,20,3186426,Balanced
GM1WBNEI2M,68,Medium,755,Intermediate,Medium,High,Growth,Long-term,5061474,2068881,1,5,2992593,Balanced
TD9KWVK537,65,High,712,Novice,High,Low,Growth,Long-term,5002742,1963402,3,0,3039340,Balanced
XZWETWLLUH,56,Low,695,Experienced,Medium,Low,Preservation,Long-term,5261482,2138664,4,28,3122818,Balanced
QKWPM2PE61,55,High,650,Novice,High,Medium,Income,Short-term,5006634,2098151,2,39,2908483,Income
WIV35DAPUQ,28,Medium,740,Novice,Medium,High,Speculation,Long-term,4989002,2005693,1,31,2983309,Balanced
9YUU501QCI,59,High,778,Intermediate,Low,Low,Speculation,Medium-term,4738696,2068008,2,1,2670688,Growth-oriented
UWB4K6BAT6,20,Low,720,Experienced,Medium,High,Growth,Long-term,4844419,1841346,2,3,3003073,Balanced
O6A8HJ4TC0,41,High,796,Novice,High,Low,Preservation,Medium-term,4782413,1761515,2,7,3020898,Growth-oriented
MB2B6FEAL1,24,Low,705,Experienced,Low,High,Preservation,Short-term,4839560,1965230,4,34,2874330,Balanced
THY42NN9FT,38,High,642,Experienced,High,Medium,Speculation,Long-term,5052810,1888389,4,33,3164421,Balanced
23YBHI58B4,38,High,702,Intermediate,Medium,Low,Speculation,Medium-term,4982005,2010861,3,12,2971144,Balanced
EKNTQZ93JQ,56,Low,692,Novice,Low,Low,Preservation,Medium-term,5024349,1990257,0,6,3034092,Balanced
W6TROJQU98,23,High,753,Novice,Medium,Medium,Growth,Medium-term,4939110,2033211,2,0,2905899,Growth-oriented
WTTIE1557B,67,High,659,Novice,Low,Low,Preservation,Short-term,5038854,2056560,3,36,2982294,Conservative
ZZSHMUV5XD,23,Low,710,Novice,Medium,Low,Growth,Long-term,5047530,2069907,0,32,2977623,Balanced
0JAV2CHVGT,34,Low,698,Intermediate,High,Medium,Income,Short-term,4955221,1976527,0,30,2978694,Conservative
B36J3960EC,30,Low,727,Experienced,Low,Medium,Income,Long-term,4832882,1897124,2,18,2935758,Balanced
EBZU57TAAD,40,Low,742,Novice,High,Medium,Preservation,Short-term,5071941,1930061,4,37,3141880,Balanced
PDCNWKTLWQ,68,High,786,Experienced,Low,Low,Growth,Medium-term,5084290,2015127,1,15,3069163,Growth-oriented
3NJI5RGNG2,33,Medium,733,Intermediate,Low,High,Speculation,Medium-term,4986800,1973818,0,17,3012982,Balanced
1YGUONFZRL,57,Low,670,Intermediate,High,Medium,Preservation,Medium-term,4956548,1948080,2,10,3008468,Balanced
UZPJ7HRJBT,22,Medium,638,Intermediate,High,Medium,Preservation,Short-term,5005185,2027988,0,20,2977197,Balanced
4DTGC6VISN,57,Low,706,Intermediate,Medium,High,Growth,Short-term,4909739,1970002,1,7,2939737,Balanced
ZB8PS9W68W,35,Low,692,Experienced,Low,Medium,Income,Short-term,5344132,1941246,2,30,3402886,Balanced
W1GYQTB1RB,66,High,714,Novice,Low,Medium,Speculation,Long-term,4931367,2070133,1,35,2861234,Balanced
LBLYUVL5UV,49,Medium,733,Novice,High,High,Income,Short-term,5066508,2063141,1,14,3003367,Aggressive
CCK78SU7Y8,44,High,697,Novice,High,Medium,Preservation,Long-term,4904096,1952372,1,28,2951724,Balanced
C7OLT7ALF7,47,Low,668,Experienced,High,Medium,Income,Long-term,4894722,1839189,3,38,3055533,Balanced
VJJF7PSTSK,29,Medium,693,Experienced,High,Medium,Income,Medium-term,4687393,2079751,2,11,2607642,Balanced
I0RILE0SLB,56,Medium,691,Novice,High,Low,Income,Short-term,5041174,1961122,3,30,3080052,Conservative
AE9FGE41Q0,19,Medium,687,Experienced,High,High,Growth,Short-term,4743710,2004222,2,0,2739488,Aggressive
L8QNNIPQJ2,68,Low,710,Novice,High,Medium,Income,Long-term,5313288,1946050,3,10,3367238,Balanced
JX6YYDQOTK,47,High,732,Experienced,High,Low,Speculation,Short-term,4839426,1865366,1,26,2974060,Conservative
FDXUC26F4V,64,Medium,571,Novice,High,Low,Speculation,Long-term,5093412,1941965,2,33,3151447,Balanced
NLNT1GVSEI,61,High,746,Novice,Medium,Low,Income,Short-term,4645344,1949524,2,29,2695820,Conservative
9T9XFD4OVR,66,High,684,Experienced,Low,Medium,Growth,Long-term,5071067,2169457,2,10,2901610,Balanced
U5Q3TUHXXA,56,Low,711,Experienced,Medium,High,Income,Medium-term,5273430,1981407,2,3,3292023,Aggressive
04ZYGBM5HD,69,High,677,Novice,Medium,Low,Preservation,Long-term,5181248,1980387,1,18,3200861,Balanced
XSQC9QHOXN,21,Medium,760,Novice,Low,High,Preservation,Long-term,5084833,2025736,1,32,3059097,Balanced
9PFEMCBA9M,35,High,804,Experienced,Low,High,Growth,Short-term,5179148,2213141,4,38,2966007,Growth-oriented
F0X29C698P,35,High,760,Experienced,Medium,High,Preservation,Short-term,4758338,2042556,2,6,2715782,Growth-oriented
254MX80IVC,22,Medium,693,Experienced,Medium,Low,Growth,Medium-term,4878429,1881873,3,34,2996556,Balanced
WOJ5AXZX48,36,Medium,696,Novice,Medium,Medium,Growth,Medium-term,5093509,1978904,4,0,3114605,Balanced
6OPQCHB3FZ,35,Medium,685,Novice,Low,Low,Income,Short-term,5222328,1827246,0,39,3395082,Conservative
X459ZTJUFO,52,Medium,624,Experienced,Medium,High,Speculation,Long-term,4947306,1851862,2,27,3095444,Balanced
L7YB1G5UAI,21,Medium,695,Intermediate,Medium,Low,Speculation,Medium-term,4852516,2048950,2,4,2803566,Balanced
VQLM2E4M2G,47,Low,738,Experienced,Medium,Medium,Income,Medium-term,4953355,2066063,4,18,2887292,Growth
9MU7UTOU54,67,Low,795,Intermediate,High,High,Speculation,Medium-term,5031531,1999679,0,15,3031852,Aggressive
KQBFRLHCFY,67,Medium,674,Intermediate,Medium,Low,Growth,Short-term,5009915,2063056,3,29,2946859,Conservative
WG1N9F8M5W,37,Medium,703,Novice,Medium,High,Income,Medium-term,4886015,2101663,0,26,2784352,Balanced
3SWMGEAYIT,64,Medium,706,Novice,Low,Medium,Income,Short-term,5041065,1933156,2,29,3107909,Balanced
KQWGO1026A,36,Low,732,Experienced,High,Low,Income,Medium-term,4946515,1862643,1,6,3083872,Income
W1L2FSZ6S3,57,High,661,Experienced,Low,Medium,Income,Medium-term,5009739,1849724,1,38,3160015,Balanced
QEVPFE01XJ,28,Medium,729,Experienced,Medium,High,Growth,Long-term,4875351,1986144,0,3,2889207,Balanced
BLVZALYQMC,47,High,711,Novice,High,Medium,Preservation,Long-term,5121736,1931243,2,11,3190493,Balanced
M9JMVDZNIM,26,High,654,Novice,Medium,Medium,Speculation,Short-term,5087282,1998167,4,25,3089115,Balanced
LA5AQF34YZ,58,Low,728,Intermediate,Low,Low,Speculation,Long-term,4812946,1993154,3,28,2819792,Balanced
AVIB4T7WJP,42,Medium,673,Intermediate,Medium,Medium,Speculation,Medium-term,5226004,2059776,4,18,3166228,Balanced
R6J51FM1KO,52,Medium,745,Intermediate,Medium,Medium,Growth,Long-term,5005336,2013062,0,33,2992274,Balanced
9PL6J60LGD,64,Low,660,Novice,High,Medium,Speculation,Long-term,5077491,2137081,4,35,2940410,Balanced
E122ZI1Q9B,39,Medium,692,Experienced,Low,Medium,Growth,Short-term,5337902,1978543,0,22,3359359,Balanced
IMJUDRJEMH,64,Medium,763,Intermediate,High,Medium,Income,Long-term,4873524,1999341,1,32,2874183,Balanced
67WZJG0BYC,23,Low,672,Intermediate,High,Low,Growth,Long-term,4989926,2021987,3,23,2967939,Balanced
EDQ6DHC0D5,22,Low,727,Novice,High,Medium,Growth,Medium-term,4823682,1967177,0,16,2856505,Balanced
UL0EUL7C7F,54,Medium,773,Experienced,Medium,High,Growth,Medium-term,5077590,2011060,2,35,3066530,Balanced
J5TLZSY9GN,57,Medium,689,Experienced,Low,High,Speculation,Short-term,4789597,1879944,1,32,2909653,Balanced
UPI2HYA22A,39,Low,708,Novice,Low,Medium,Growth,Short-term,5193838,2167494,0,0,3026344,Balanced
9CESGNLLE9,54,Medium,611,Novice,Medium,Medium,Preservation,Short-term,5176288,2113738,2,36,3062550,Balanced
GWBBUZKGFK,64,High,718,Novice,Low,Medium,Speculation,Long-term,5064632,2058818,1,2,3005814,Balanced
NDIPICPWY9,30,Low,712,Intermediate,Low,High,Growth,Long-term,4977656,2050507,2,0,2927149,Balanced
HFUL4KFVJC,31,Medium,672,Novice,Low,High,Speculation,Long-term,5182943,2010313,3,26,3172630,Balanced
XKTZKMID4C,21,High,730,Experienced,High,Medium,Income,Long-term,5034000,2085709,2,26,2948291,Income
SGV457CHVT,63,Medium,641,Experienced,High,Medium,Speculation,Long-term,5102845,1837879,4,27,3264966,Balanced
BG96XHEA2J,58,Low,764,Intermediate,Medium,Medium,Preservation,Long-term,4989215,1973498,2,39,3015717,Balanced
PEIKDMDGQS,53,Medium,563,Experienced,Low,High,Growth,Medium-term,4890270,2017719,3,1,2872551,Balanced
P55PH2X92H,59,Low,608,Experienced,High,High,Growth,Short-term,4886180,1815523,0,0,3070657,Aggressive
TKO0TZ3LXX,57,Medium,683,Experienced,Low,Medium,Income,Long-term,4903325,1906362,4,37,2996963,Balanced
7J1C9UGFX4,68,Low,712,Experienced,Medium,Medium,Preservation,Long-term,5151623,1896829,3,0,3254794,Balanced
H0QDLCIOIF,48,Low,636,Experienced,High,Low,Preservation,Medium-term,5261335,2103233,1,3,3158102,Balanced
3AIHYVBY4P,60,Medium,712,Experienced,High,Medium,Preservation,Medium-term,4841508,2133803,3,7,2707705,Balanced
XAZ7RSPLDC,35,High,779,Intermediate,Medium,High,Income,Short-term,4979270,2009497,1,13,2969773,Growth-oriented
5A6R9V060J,45,High,761,Intermediate,Low,High,Speculation,Short-term,4625651,1827158,3,7,2798493,Growth-oriented
07PJO1JDZW,21,High,747,Experienced,Low,Medium,Preservation,Long-term,4907911,2191658,3,34,2716253,Growth-oriented
YJAGBTWGXA,44,Medium,659,Intermediate,Low,High,Growth,Medium-term,4811657,1987461,2,13,2824196,Balanced
YVUTJ6YBRD,29,High,635,Experienced,Low,Medium,Growth,Medium-term,5476262,2030501,3,0,3445761,Balanced
FFBHACJ6ZA,60,High,742,Intermediate,Low,High,Growth,Medium-term,5038865,1911125,2,9,3127740,Balanced
WYKT0UW7X2,29,Low,718,Novice,High,High,Income,Short-term,5036761,2024967,2,1,3011794,Aggressive
C5FS69V4QP,37,High,770,Novice,Low,Medium,Speculation,Long-term,5045080,2004874,3,8,3040206,Growth-oriented
9DGXDCVPVP,69,High,676,Experienced,Medium,Low,Growth,Medium-term,4853712,2027861,2,32,2825851,Balanced
UPLCBSCHGM,39,High,689,Novice,High,Low,Growth,Short-term,5266469,1947893,0,31,3318576,Conservative
ASPOZY3P4J,21,Medium,600,Experienced,High,Medium,Growth,Short-term,4981780,2067907,1,6,2913873,Balanced
03CQF68I7T,54,Medium,764,Intermediate,Low,Medium,Preservation,Short-term,5078919,1948734,3,2,3130185,Balanced
YY7YDEXXXX,39,Low,600,Intermediate,Low,High,Preservation,Short-term,5035135,2048866,2,16,2986269,Balanced
1B23OWVUAR,59,High,706,Novice,High,Medium,Preservation,Long-term,4989993,1895217,3,30,3094776,Balanced
DQI4QDKXCR,67,Low,756,Experienced,Medium,Low,Growth,Medium-term,4850799,2006638,0,9,2844161,Balanced
RNFKOB9RK1,62,Low,694,Intermediate,Medium,Medium,Speculation,Medium-term,4880015,2022126,0,29,2857889,Balanced
GCCCH5Q243,57,Low,642,Experienced,Medium,High,Income,Medium-term,4979101,1998180,2,5,2980921,Conservative
CMBB3F4BPW,44,Medium,708,Novice,Low,Low,Growth,Medium-term,5081594,2054521,1,32,3027073,Balanced
OKKXPHSJ49,63,Low,714,Novice,Low,High,Preservation,Long-term,4950792,2040961,0,9,2909831,Balanced
NSOWTXLM50,47,High,712,Intermediate,Medium,Medium,Preservation,Short-term,4752703,2080801,2,7,2671902,Balanced
DT0TWMCVW2,35,High,785,Novice,Low,Low,Speculation,Medium-term,5011597,2092219,1,1,2919378,Growth-oriented
UGRZM9JBK6,31,Medium,746,Experienced,High,High,Income,Medium-term,4908588,2068871,1,24,2839717,Aggressive
IXS6ADN5JG,19,Low,757,Intermediate,Medium,High,Preservation,Long-term,5116646,1842499,3,1,3274147,Balanced
WEJHO5CE2G,39,Low,683,Experienced,High,Medium,Growth,Long-term,4884525,1963859,4,3,2920666,Balanced
FWPQFLPKMU,29,Medium,723,Experienced,Medium,Low,Income,Medium-term,4962715,2077237,4,35,2885478,Balanced
0HVM8NSEML,38,Medium,680,Intermediate,Medium,High,Preservation,Medium-term,5119410,1973921,0,5,3145489,Balanced
6JALIVCBTN,27,Medium,675,Intermediate,Low,Medium,Growth,Medium-term,5034708,1891927,2,36,3142781,Balanced
UDGQBQUKVS,29,High,780,Experienced,Medium,Medium,Growth,Short-term,5006900,2200410,1,27,2806490,Growth-oriented
JK8YM72II1,25,High,660,Novice,High,High,Speculation,Long-term,4742866,1939059,1,7,2803807,Aggressive
XQD7YWVLI8,46,High,774,Intermediate,High,High,Speculation,Short-term,5093480,2068652,2,28,3024828,Aggressive
VZ9N4LIUKE,33,Medium,698,Novice,High,Medium,Preservation,Medium-term,5038125,2040218,3,0,2997907,Balanced
34E5N7HGRR,55,Medium,677,Intermediate,Low,Low,Speculation,Medium-term,4931983,2095647,4,32,2836336,Balanced
A7JI7ZBMI1,45,Low,723,Novice,High,High,Income,Short-term,5268492,2191111,0,12,3077381,Aggressive
AKXIKTG9ME,39,High,737,Intermediate,Low,High,Growth,Short-term,5020437,2063240,1,38,2957197,Aggressive
WACZKTBHX3,43,High,736,Novice,Low,High,Preservation,Short-term,4712532,1972769,1,27,2739763,Balanced
FOSH12ZCSW,42,Low,670,Intermediate,High,Medium,Growth,Medium-term,5204539,1988009,4,36,3216530,Balanced
KCPDCE5TYS,56,High,693,Novice,Medium,Low,Preservation,Short-term,4867212,2204167,3,17,2663045,Conservative
OW7RQUW4MZ,27,High,715,Experienced,Low,Low,Preservation,Medium-term,4953638,1967320,1,4,2986318,Balanced
IVRXZY77JR,27,High,570,Novice,Low,Low,Growth,Long-term,5058974,1929533,0,5,3129441,Balanced
XY8C7IURY5,51,Low,755,Novice,High,High,Growth,Long-term,4860332,1978415,0,27,2881917,Aggressive
MS4TFAQBV8,30,Medium,760,Experienced,Low,High,Income,Medium-term,4940291,1968174,1,12,2972117,Balanced
X2EUVT0WZM,19,Medium,677,Intermediate,Low,Low,Speculation,Long-term,5287402,1975039,2,37,3312363,Balanced
YK4HN1WUJK,46,High,649,Intermediate,Medium,High,Speculation,Long-term,4637808,1957867,0,1,2679941,Balanced
CN6Q68GDK3,57,Medium,677,Experienced,Low,High,Speculation,Short-term,5143868,1992480,1,26,3151388,Balanced
95E792J7FM,63,Medium,640,Novice,Medium,Medium,Income,Long-term,5012072,1970056,2,31,3042016,Balanced
WARNSBI4WX,54,Medium,645,Intermediate,High,Low,Preservation,Long-term,4829102,2063494,0,37,2765608,Balanced
D8YOMQMRD6,46,Low,723,Novice,Medium,High,Speculation,Long-term,5083000,2080346,4,20,3002654,Balanced
BZPC8I4PGQ,53,Low,709,Novice,Low,Medium,Income,Short-term,4990986,2004326,3,37,2986660,Balanced
8CQYWT7PSG,61,High,629,Novice,High,High,Speculation,Medium-term,5037364,1830517,1,17,3206847,Aggressive
5QOAC517RL,21,High,691,Novice,High,Low,Speculation,Short-term,5052792,2010622,1,10,3042170,Conservative
BVKVRFCBYJ,46,High,695,Novice,Low,High,Income,Short-term,5114900,1979593,0,9,3135307,Balanced
2IUSE9JE0W,27,High,770,Experienced,Medium,High,Preservation,Long-term,4757747,2190906,1,4,2566841,Growth-oriented
HTE6ZGKYN7,53,Medium,705,Experienced,High,Medium,Preservation,Long-term,5091582,1933906,1,0,3157676,Balanced
KQ7C8PBOG6,24,High,688,Novice,High,Medium,Preservation,Medium-term,4814608,2187365,2,31,2627243,Balanced
5EOCUJXZJG,33,Medium,663,Novice,Low,Low,Preservation,Long-term,4869526,2009614,0,34,2859912,Balanced
Z7MQ2D9YAO,41,Medium,676,Intermediate,Medium,Low,Speculation,Medium-term,5058389,1913854,4,15,3144535,Balanced
83YZE0L99T,35,High,616,Intermediate,High,High,Growth,Long-term,4886900,1973233,3,5,2913667,Aggressive
XL3CPQAAO8,56,Low,676,Experienced,High,High,Growth,Long-term,5104263,1975257,1,38,3129006,Aggressive
ODT482QAKS,43,Low,731,Intermediate,High,Medium,Preservation,Short-term,4855929,2210048,4,30,2645881,Balanced
ECF340GC3V,24,Medium,648,Novice,Low,Low,Growth,Short-term,5064621,2078714,1,7,2985907,Conservative
CYIAM4DYTN,35,Low,663,Intermediate,Medium,High,Preservation,Short-term,4651155,1923236,1,2,2727919,Balanced
CARHMXOBZU,57,Medium,718,Experienced,Medium,Medium,Preservation,Medium-term,4893332,1900417,2,37,2992915,Balanced
WB7ZIFPJ54,39,Medium,735,Novice,Low,High,Preservation,Medium-term,4934931,1980662,1,7,2954269,Balanced
P950U05P78,29,Medium,717,Experienced,Medium,High,Preservation,Short-term,5120929,1961002,4,18,3159927,Balanced
8NHSEM2Q70,43,Medium,784,Experienced,Medium,Medium,Speculation,Long-term,4795871,2086488,0,38,2709383,Balanced
F7AGLEELHY,58,High,662,Novice,Low,High,Income,Medium-term,5064737,1864328,3,28,3200409,Balanced
I0COSP3CWY,25,Medium,668,Intermediate,High,Low,Preservation,Short-term,4803385,1919683,4,13,2883702,Conservative
565GC3KO69,62,Medium,609,Intermediate,High,High,Income,Short-term,5083615,2024463,4,0,3059152,Aggressive
346XS4Y8FR,45,Low,687,Novice,Medium,Medium,Preservation,Medium-term,4658124,2059350,2,21,2598774,Balanced
J26GJYYR90,63,High,746,Intermediate,Low,Medium,Income,Long-term,4855774,2002543,1,38,2853231,Balanced
HYHRXVNYUQ,28,Low,716,Intermediate,Low,Low,Income,Medium-term,4998434,2054019,3,27,2944415,Balanced
2DQDFGN7BS,59,Low,790,Novice,High,High,Preservation,Medium-term,5273860,2023719,2,9,3250141,Aggressive
1R9FEYASTJ,30,Medium,655,Novice,High,High,Speculation,Medium-term,5213467,1992954,3,33,3220513,Aggressive
CRFHTZ5JGS,44,High,741,Intermediate,High,High,Income,Medium-term,5044187,1974600,2,25,3069587,Aggressive
JHSJ6X14YA,28,High,711,Novice,Low,High,Speculation,Medium-term,4980135,2113642,4,36,2866493,Balanced
PQI8PMJMJR,54,Medium,677,Experienced,Low,High,Speculation,Medium-term,5044195,1973358,2,33,3070837,Balanced
SSFD4A5XGF,55,Medium,719,Experienced,Medium,Medium,Growth,Short-term,5251742,1995662,2,28,3256080,Balanced
XACNSPUYLE,50,Low,749,Novice,High,Medium,Speculation,Long-term,5098122,1966708,1,3,3131414,Balanced
MFK06BF8I3,23,Low,690,Intermediate,Low,Low,Preservation,Medium-term,5060440,2198152,1,34,2862288,Balanced
F5XMI34ASY,27,High,673,Experienced,Low,Medium,Preservation,Medium-term,5071217,2028765,3,0,3042452,Balanced
USV7DCKLWM,44,High,623,Intermediate,Medium,Low,Preservation,Medium-term,5170297,2146603,2,22,3023694,Balanced
LXURS4HX7D,61,Medium,692,Intermediate,Medium,Low,Preservation,Long-term,5059307,2044202,4,25,3015105,Balanced
7KES9NSJTR,56,High,700,Novice,High,Low,Preservation,Short-term,5029053,1925265,0,28,3103788,Conservative
HSPB7NCS1N,42,High,702,Novice,Low,Low,Speculation,Short-term,5060939,2005756,2,10,3055183,Conservative
NFAWJKTKNV,22,High,735,Novice,Low,Medium,Income,Medium-term,5062694,2082891,3,11,2979803,Balanced
TGDR431YZB,28,Medium,718,Novice,High,High,Income,Long-term,4970144,1932241,3,33,3037903,Aggressive
5A9DD1LU14,48,Medium,651,Experienced,High,Low,Income,Short-term,5034857,1854533,2,9,3180324,Conservative
T7VTFL8I8F,43,Medium,658,Experienced,Medium,High,Growth,Long-term,4975588,2156993,3,22,2818595,Balanced
G3U8OGP44C,65,Medium,595,Experienced,Medium,Low,Growth,Long-term,5189473,2033236,2,17,3156237,Balanced
UGTYO6TJM6,50,Low,776,Novice,High,Medium,Income,Medium-term,5160304,2279269,2,18,2881035,Balanced
9OQHP63U9W,45,Low,744,Experienced,High,Medium,Preservation,Long-term,4960128,2019816,1,38,2940312,Balanced
QUUYO5M61E,43,High,651,Intermediate,Medium,Low,Income,Short-term,5102142,1880191,0,38,3221951,Conservative
C14JA4039N,45,Low,766,Novice,Low,Low,Growth,Short-term,5231115,1923025,1,24,3308090,Conservative
K31ISSRPNH,20,High,781,Experienced,Low,High,Income,Long-term,4899560,1859531,2,11,3040029,Growth-oriented
C3NRGAP40M,32,Medium,667,Experienced,Medium,High,Growth,Long-term,5279005,1993331,2,8,3285674,Balanced
NNWIY2Y4GT,61,High,684,Experienced,Low,Medium,Income,Medium-term,5065360,1997824,3,25,3067536,Balanced
L6YOK2Y5E5,19,High,769,Intermediate,Medium,High,Income,Short-term,4616593,1998147,1,4,2618446,Growth-oriented
JN6OELPC84,19,Low,596,Experienced,High,High,Preservation,Medium-term,4914200,2003225,1,39,2910975,Aggressive
WGVAXD0ZAR,26,Medium,719,Novice,High,Low,Growth,Medium-term,4878715,2055136,1,24,2823579,Income
UCINYNBN1B,57,High,789,Novice,Low,Medium,Preservation,Medium-term,4958204,1974932,2,17,2983272,Growth-oriented
O8FRTFOF0Z,45,High,742,Novice,Low,High,Growth,Short-term,4886055,1888853,3,9,2997202,Growth-oriented
JQ6WC0B8Q4,26,Low,737,Intermediate,Low,Medium,Growth,Medium-term,4880504,1982421,0,4,2898083,Balanced
29PM7KKX2R,39,Medium,727,Novice,Low,Low,Speculation,Medium-term,4904784,2052951,3,0,2851833,Balanced
6XM7X1L66N,19,Medium,777,Novice,Medium,Low,Growth,Short-term,5095202,1893086,2,39,3202116,Conservative
DIVOCJDLR6,22,High,634,Experienced,Low,High,Speculation,Short-term,4981563,1921982,3,23,3059581,Balanced
